1,31259
12,7126
13,13877
6,4311
7,2175
4,32932
8,19145
24,3676
14,4162
34,8151
46,9220
11,5456
9,12122
27,4352
7,25639
11,9690
37,5642
51,321
8,4034
26,4295
3,695
19,5150
53,13233
2,22492
14,7614
27,3011
36,5967
10,11451
5,1843
5,4799
34,12204
21,20506
38,8663
104,1921
22,13480
4,20342
9,31072
6,3684
2,996
8,5787
21,14718
26,9991
14,7039
9,31504
26,24086
11,2440
32,29367
14,2443
65,751
5,8518
30,5336
17,9527
2,19499
20,6147
2,5654
70,11632
25,2498
37,8167
28,35069
9,15389
16,8302
110,5223
23,5028
10,4252
2,5964
18,3694
36,1401
9,15693
10,4345
49,39786
26,1260
47,9133
30,11240
5,6559
19,7536
4,5489
9,13118
8,19407
23,2851
2,5998
2,5654
11,43974
46,1557
16,6838
7,14151
7,3990
18,1770
3,8883
24,14011
7,3299
12,3304
2,10348
18,1063
19,8923
12,15161
5,9668
24,1257
2,11348
4,13609
14,5075
8,8535
1,10393
5,10661
76,3598
43,7569
19,12996
5,24465
6,4772
4,12512
7,2594
37,5432
6,13244
14,8751
1,11153
6,6627
8,523
5,656
4,795
4,11963
3,5296
14,23302
1,20879
1,6045
22,9940
39,10490
1,9426
27,22838
30,5657
4,25930
22,1863
4,11933
10,18909
17,5982
25,8799
3,9463
28,3070
6,18976
4,8168
8,5300
8,11675
31,361
45,6816
10,19363
28,339
24,18410
36,2467
13,34246
7,6911
13,5380
23,31453
29,11067
22,2706
9,23169
1,9223
8,12715
2,7720
15,24534
12,15192
1,4984
8,9113
5,13701
1,22082
16,2961
13,10336
71,2535
48,15479
1,13772
8,12582
58,7914
46,12313
21,2091
7,7068
60,26999
25,1599
15,3296
7,12568
6,15403
14,4860
8,14915
13,1501
11,8105
4,37237
53,9024
6,810
47,995
10,4624
53,39587
6,29373
13,5497
35,27454
18,27577
19,17910
28,31595
7,8028
46,5184
36,7416
14,1499
53,12250
44,1679
62,33684
21,9546
4,4758
88,31943
5,11904
22,1700
56,4218
2,3339
20,6347
3,6908
26,20662
17,1495
3,1126
44,5620
5,2281
13,2541
6,2918
57,2282
4,1876
20,7669
2,2068
28,32164
3,9338
1,182
8,6679
6,1236
30,10105
27,7669
6,5147
105,3866
31,13854
75,4959
17,14814
41,146
21,2646
90,853
4,28358
3,3322
1,6230
1,9488
3,6552
10,2634
18,1143
31,15370
28,626
3,9216
4,10389
7,5109
23,257
10,17668
17,3411
26,2012
22,26877
4,21943
2,7570
24,24609
32,20099
9,3180
5,15824
8,20606
5,343
5,3232
7,8513
9,16072
57,1933
12,19905
40,21094
5,7133
13,40485
1,2478
3,1833
60,7830
31,1381
57,13538
97,5883
3,7878
49,8604
2,6400
31,7056
32,43615
21,25649
9,7655
4,9297
12,1924
54,10609
6,3444
19,2038
4,6410
11,8209
3,3253
13,38079
56,26510
4,19928
65,9522
9,6519
3,3333
35,29036
47,5053
7,8185
75,1084
1,13207
13,14804
9,27129
13,5769
78,6304
36,4869
35,3527
16,4321
27,9460
28,33435
26,12533
8,12693
10,18841
10,7128
39,17749
2,3605
8,11739
22,6689
7,4659
38,10733
1,12848
6,4852
15,16329
98,652
32,30214
48,5283
8,19131
10,6973
17,3600
19,11965
6,5683
1,7782
25,1545
114,34382
18,25230
6,2704
20,13191
1,8550
25,8714
17,6485
3,8942
11,12936
28,9913
6,26613
6,8747
7,18602
32,1155
5,3260
30,15811
3,3340
71,41005
14,14175
34,2742
51,17628
12,4387
9,3093
3,23643
5,17601
34,6729
7,11405
12,6911
32,25364
6,1837
17,5246
25,3291
3,2370
5,8012
4,7532
58,5363
6,13596
9,1849
65,4813
5,11200
3,8445
61,8713
4,5701
19,8303
8,5376
23,4135
15,8107
1,15978
26,4850
17,1996
29,1437
19,11797
11,741
1,6434
14,3017
10,12352
18,3956
51,11899
55,7078
57,8662
8,33406
84,4640
52,6890
1,3998
30,13370
4,22563
7,55102
4,10718
27,3175
19,9101
7,10944
12,2133
15,26457
17,4446
1,6012
9,7033
85,24333
8,2007
3,2149
25,11867
16,8837
25,5794
7,27122
49,11771
5,2824
2,7030
5,3052
29,14017
17,9712
7,27411
25,293
3,10642
24,10940
14,33237
16,2629
27,3139
1,8326
3,13710
6,2937
24,17600
5,3085
24,15868
2,16317
9,6618
5,12206
4,6470
3,8654
4,628
17,3372
118,25401
8,7293
64,6458
2,31740
12,11702
24,13551
11,12043
6,7136
24,3920
37,5953
1,2478
2,13359
4,100
5,15522
47,6556
6,661
16,5222
2,20452
24,4949
6,6133
14,16775
9,3986
42,5311
20,355
13,10544
2,32402
1,2498
28,19637
2,2850
17,11685
3,11720
11,13055
33,23219
22,7949
3,14951
12,2389
25,12185
17,8153
11,3512
15,1458
12,6390
72,4664
28,22638
7,14492
5,2183
39,4011
32,855
41,4160
5,4495
9,5317
9,11838
58,17128
25,7845
32,6104
8,14362
10,2192
8,13992
35,7619
1,25261
35,32289
30,2811
26,6471
28,8627
71,27498
6,8478
13,27221
18,8494
62,14680
17,9089
24,12689
7,5995
25,25403
3,9063
32,22847
20,7916
10,7327
12,8300
20,9046
6,1467
26,8158
30,6645
30,13813
1,2168
28,12596
32,43717
31,19014
26,24342
12,700
28,32044
11,17466
40,1381
36,1976
14,7900
54,9042
7,8764
3,19631
5,1862
23,7317
29,3750
21,2717
8,6084
27,6017
48,6802
13,9445
1,24043
21,3904
22,32401
26,11164
16,23734
1,29610
28,5220
1,4132
13,25027
6,6712
5,1828
21,4053
17,3840
16,13681
2,6252
9,2175
45,12158
5,8546
30,1923
55,5993
50,23195
100,31212
6,14910
3,11358
46,21692
64,6337
27,10266
6,3137
6,9220
15,5390
18,10007
24,802
3,5714
76,3788
10,1368
9,27406
15,8768
4,11307
59,1777
44,12338
1,25253
2,3714
25,10112
5,2899
18,12404
2,6470
7,8564
23,1126
5,11352
28,1725
1,3539
1,3539
